,ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
5431,B-2295,5-quinolinecarboxylic acid,"InChI=1S/C10H7NO2/c12-10(13)8-3-1-5-9-7(8)4-2-6-11-9/h1-6H,(H,12,13)",RAYMXZBXQCGRGX-UHFFFAOYSA-N,OC(=O)c1cccc2ncccc12,-2.6774,0.0,1.0,G1,173.171,1.933,48.7023,13.0,2.0,1.0,3.0,1.0,64.0,2.0,0.0,0.0,2.0,50.19,74.6534136,2.830975658,459.9363286
7440,C-762,1-(4-chlorophenylsulfonyl)cycloheptanecarboxylic acid isopropyl ester,"InChI=1S/C17H23ClO4S/c1-13(2)22-16(19)17(11-5-3-4-6-12-17)23(20,21)15-9-7-14(18)8-10-15/h7-10,13H,3-6,11-12H2,1-2H3",CNCBPCXAUZPIGA-UHFFFAOYSA-N,CC(C)OC(=O)C1(CCCCCC1)[S](=O)(=O)C2=CC=C(Cl)C=C2,-5.52,0.0,1.0,G1,358.887,4.1583,90.2988,23.0,4.0,0.0,6.0,4.0,128.0,1.0,1.0,1.0,2.0,60.44,142.6436672,2.507020287,641.6758698
8218,C-2194,"2,2',3,4-tetrachlorodiphenyl  ether",InChI=1S/C12H6Cl4O/c13-7-3-1-2-4-9(7)17-10-6-5-8(14)11(15)12(10)16/h1-6H,VTTDWGUAWMLHPR-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C=CC=C2)C(=C1Cl)Cl,-6.74,0.0,1.0,G1,307.991,6.0925,72.998,17.0,1.0,0.0,5.0,2.0,88.0,2.0,0.0,0.0,2.0,9.23,118.8151075,2.376296612,554.1970467
5837,B-2756,"2-furancarboxylic acid, 3,4-dibromo-","InChI=1S/C5H2Br2O3/c6-2-1-10-4(3(2)7)5(8)9/h1H,(H,8,9)",ISBXWVSYAWHMSU-UHFFFAOYSA-N,OC(=O)c1occ(Br)c1Br,-2.0887,0.0,1.0,G1,269.876,2.5028,41.0673,10.0,2.0,1.0,5.0,1.0,54.0,1.0,0.0,0.0,1.0,50.44,73.28152556,3.17379232,265.8568215
4768,B-1549,butyl nitrate,"InChI=1S/C4H9NO3/c1-2-3-4-8-5(6)7/h2-4H2,1H3",QQHZPQUHCAKSOL-UHFFFAOYSA-N,CCCCO[N+]([O-])=O,-2.0268,0.0,1.0,G1,119.12,0.9948,27.8544,8.0,3.0,0.0,4.0,4.0,48.0,0.0,0.0,0.0,0.0,52.37,47.55463682,2.822354554,73.6836744
9634,F-1091,"2-[2-(furan-2-yl)benzimidazol-1-yl]-5-(hydroxymethyl)oxolane-3,4-diol","InChI=1S/C16H16N2O5/c19-8-12-13(20)14(21)16(23-12)18-10-5-2-1-4-9(10)17-15(18)11-6-3-7-22-11/h1-7,12-14,16,19-21H,8H2",TWMNUUAIOLTJCK-UHFFFAOYSA-N,OCC1OC(N2C(C3=CC=CO3)=NC3=C2C=CC=C3)C(O)C1O,-2.92,0.0,1.0,G1,316.313,0.9078,80.4444,23.0,7.0,3.0,7.0,3.0,120.0,3.0,1.0,1.0,4.0,100.88,130.9183969,1.900978369,813.1097518
4568,B-1304,"ethane, 1,1,1-trichloro-2,2-diethoxy-","InChI=1S/C6H11Cl3O2/c1-3-10-5(11-4-2)6(7,8)9/h5H,3-4H2,1-2H3",CGCJBAIEQANINV-UHFFFAOYSA-N,CCOC(OCC)C(Cl)(Cl)Cl,-1.6464,0.0,1.0,G1,221.511,2.7557,47.33,11.0,2.0,0.0,5.0,4.0,68.0,0.0,0.0,0.0,0.0,18.46,81.70085074,3.875658581,96.49074297
2258,A-3751,"(1-methyl-1,2-ethanediyl)bis[oxy(methyl-2,1-ethanediyl)] diacrylate","InChI=1S/C15H24O6/c1-6-14(16)20-12(4)9-18-8-11(3)19-10-13(5)21-15(17)7-2/h6-7,11-13H,1-2,8-10H2,3-5H3",ZDQNWDNMNKSMHI-UHFFFAOYSA-N,CC(COCC(C)OC(=O)C=C)OCC(C)OC(=O)C=C,-1.875569091,0.0,1.0,G1,300.351,1.6435,77.735,21.0,6.0,0.0,6.0,11.0,120.0,0.0,0.0,0.0,0.0,71.06,125.2464597,3.72598831,352.0730051
9969,I-72,procaine,"InChI=1S/C13H20N2O2/c1-3-15(4-2)9-10-17-13(16)11-5-7-12(14)8-6-11/h5-8H,3-4,9-10,14H2,1-2H3",MFDFERRIHVXMIY-UHFFFAOYSA-N,Nc1ccc(C(OCCN(CC)CC)=O)cc1,-1.72,0.316388332,4.0,G5,236.315,1.7674,68.9249,17.0,4.0,1.0,4.0,6.0,94.0,1.0,0.0,0.0,1.0,55.56,102.3607896,2.369457579,344.9420244
3297,A-5423,"Heptanoic acid, ester with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol pentanoate","InChI=1S/C18H34O5/c1-4-7-9-10-12-17(21)23-15-18(6-3,13-19)14-22-16(20)11-8-5-2/h19H,4-15H2,1-3H3",CIPBJDPIFXKOLJ-UHFFFAOYSA-N,CCCCCCC(=O)OCC(CC)(CO)COC(=O)CCCC,-5.982567027,0.0,1.0,G1,330.465,3.6221,90.0118,23.0,5.0,1.0,5.0,14.0,136.0,0.0,0.0,0.0,0.0,72.83,140.2876354,4.205043878,323.3736345
67,A-111,5-Ethyl-2-methylpyridine,"InChI=1S/C8H11N/c1-3-8-5-4-7(2)9-6-8/h4-6H,3H2,1-2H3",NTSLROIKFLNUIJ-UHFFFAOYSA-N,CCc1ccc(C)nc1,-1.004260454,0.0,1.0,G1,121.183,1.95242,38.352,9.0,1.0,0.0,1.0,1.0,48.0,1.0,0.0,0.0,1.0,12.89,55.74587744,2.881555878,176.264053
2143,A-3533,3-amino-2-chloro-6-methylphenol,"InChI=1S/C7H8ClNO/c1-4-2-3-5(9)6(8)7(4)10/h2-3,10H,9H2,1H3",XYRDGCCCBJITBH-UHFFFAOYSA-N,Cc1ccc(N)c(Cl)c1O,-1.48155287,0.0,1.0,G1,157.6,1.93622,42.2662,10.0,2.0,2.0,3.0,0.0,54.0,1.0,0.0,0.0,1.0,46.25,64.23373591,3.342153808,233.0281739
5298,B-2147,"acetic acid, (3,5-dimethylphenoxy)-","InChI=1S/C10H12O3/c1-7-3-8(2)5-9(4-7)13-6-10(11)12/h3-5H,6H2,1-2H3,(H,11,12)",NIPZZANLNKBKIS-UHFFFAOYSA-N,Cc1cc(C)cc(OCC(O)=O)c1,-2.3527,0.0,1.0,G1,180.203,1.76684,49.0468,13.0,2.0,1.0,3.0,3.0,70.0,1.0,0.0,0.0,1.0,46.53,76.96047266,2.713242193,297.6959388
5466,B-2332,copper sulfate pentahydrate,"InChI=1S/Cu.H2O4S.5H2O/c;1-5(2,3)4;;;;;/h;(H2,1,2,3,4);5*1H2/q+2;;;;;;/p-2",JZCCFEFSEZPSOG-UHFFFAOYSA-L,O.O.O.O.O.[Cu++].[O-][S]([O-])(=O)=O,-0.8922,0.0,1.0,G1,249.684,-5.464,28.5436,11.0,4.0,0.0,11.0,0.0,81.0,0.0,0.0,0.0,0.0,237.76,73.00556997,-5.33e-09,92.73114066
6305,B-3281,"2-propenoic acid, 3-bromo-2,3-diiodo-","InChI=1S/C3HBrI2O2/c4-2(6)1(5)3(7)8/h(H,7,8)",BWTBNELHFHOXGK-UHFFFAOYSA-N,OC(=O)C(I)=C(Br)I,-1.2891,0.0,1.0,G1,402.751,2.505,51.6288,8.0,1.0,1.0,5.0,1.0,46.0,0.0,0.0,0.0,0.0,37.3,82.12651192,4.226619287,138.2188491
2447,A-4097,(4-methyl-1H-imidazol-5-yl)methanol,"InChI=1S/C5H8N2O/c1-4-5(2-8)7-3-6-4/h3,8H,2H2,1H3,(H,6,7)",AXJZCJSXNZZMDU-UHFFFAOYSA-N,Cc1[nH]cnc1CO,0.268333767,0.0,1.0,G1,112.132,0.21042,29.2475,8.0,2.0,2.0,3.0,1.0,44.0,1.0,0.0,0.0,1.0,48.91,47.3843295,2.922518308,170.6915279
4047,B-643,"1,2-bis(2-chloroethoxy)ethane",InChI=1S/C6H12Cl2O2/c7-1-3-9-5-6-10-4-2-8/h1-6H2,AGYUOJIYYGGHKV-UHFFFAOYSA-N,ClCCOCCOCCCl,-0.9955,0.0,1.0,G1,187.066,1.4972,43.078,10.0,2.0,0.0,4.0,7.0,62.0,0.0,0.0,0.0,0.0,18.46,71.39758451,2.647604849,53.70950594
6273,B-3244,oxadixyl,"InChI=1S/C14H18N2O4/c1-10-5-4-6-11(2)13(10)16(12(17)9-19-3)15-7-8-20-14(15)18/h4-6H,7-9H2,1-3H3",UWVQIROCRJWDKL-UHFFFAOYSA-N,COCC(=O)N(N1CCOC1=O)c2c(C)cccc2C,-1.913,0.0,1.0,G1,278.308,1.65004,73.332,20.0,4.0,0.0,6.0,4.0,108.0,1.0,1.0,1.0,2.0,59.08,117.3850469,2.45504079,509.6552304
6330,B-3307,fluxofenim,"InChI=1S/C12H11ClF3NO3/c13-9-3-1-8(2-4-9)11(12(14,15)16)17-20-7-10-18-5-6-19-10/h1-4,10H,5-7H2/b17-11+",UKSLKNUCVPZQCQ-GZTJUZNOSA-N,FC(F)(F)C(=N/OCC1OCCO1)/c2ccc(Cl)cc2,-4.0138,0.0,1.0,G1,309.671,2.9959,65.688,20.0,4.0,0.0,8.0,4.0,110.0,1.0,1.0,1.0,2.0,40.05,117.6050938,2.082248547,469.8310458
6102,B-3054,propiconazole,"InChI=1S/C15H17Cl2N3O2/c1-2-3-12-7-21-15(22-12,8-20-10-18-9-19-20)13-5-4-11(16)6-14(13)17/h4-6,9-10,12H,2-3,7-8H2,1H3",STJLVHWMYQXCPB-UHFFFAOYSA-N,CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,-3.4929,0.0,1.0,G1,342.226,3.6534,83.895,22.0,5.0,0.0,7.0,5.0,118.0,2.0,1.0,1.0,3.0,49.17,138.6977653,1.956623707,635.7227267
2917,A-4890,7-amino-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,"InChI=1S/C8H10N2O3S/c1-3-2-14-7-4(9)6(11)10(7)5(3)8(12)13/h4,7H,2,9H2,1H3,(H,12,13)",NVIAYEIXYQCDAN-UHFFFAOYSA-N,CC1=C(N2C(SC1)C(N)C2=O)C(O)=O,-3.045355413,0.0,1.0,G1,214.246,-0.4126,51.4032,14.0,4.0,2.0,6.0,1.0,76.0,0.0,1.0,2.0,2.0,83.63,84.93269283,2.366773633,352.4955546
5706,B-2605,"benzoic acid, 5-bromo-2-chloro-","InChI=1S/C7H4BrClO2/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3H,(H,10,11)/p-1",FGERXQWKKIVFQG-UHFFFAOYSA-M,[O-]C(=O)c1cc(Br)ccc1Cl,-1.952,0.0,1.0,G1,234.456,1.466,43.4825,11.0,2.0,0.0,4.0,1.0,58.0,1.0,0.0,0.0,1.0,40.13,76.92291492,3.23220887,298.4920898
8368,C-2413,coroxon,"InChI=1S/C14H16ClO6P/c1-4-18-22(17,19-5-2)21-10-6-7-11-9(3)13(15)14(16)20-12(11)8-10/h6-8H,4-5H2,1-3H3",FDYMERLIFOUIRZ-UHFFFAOYSA-N,CCO[P](=O)(OCC)OC1=CC2=C(C=C1)C(=C(Cl)C(=O)O2)C,-3.18,0.0,1.0,G1,346.703,4.31472,83.7175,22.0,6.0,0.0,8.0,6.0,120.0,2.0,0.0,0.0,2.0,74.97,132.0976297,2.432021375,774.7321034
7278,C-244,methyl  4-methoxybenzoate,"InChI=1S/C9H10O3/c1-11-8-5-3-7(4-6-8)9(10)12-2/h3-6H,1-2H3",DDIZAANNODHTRB-UHFFFAOYSA-N,COC(=O)C1=CC=C(OC)C=C1,-2.34,0.0362,2.0,G3,166.176,1.4818,44.3335,12.0,3.0,0.0,3.0,2.0,64.0,1.0,0.0,0.0,1.0,35.53,70.91484202,2.843524062,263.6070663
5142,B-1970,"urea, chloro-","InChI=1S/CH3ClN2O/c2-4-1(3)5/h(H3,3,4,5)",RMXVHZFHSKRNJN-UHFFFAOYSA-N,NC(=O)NCl,0.3256,0.0,1.0,G1,94.501,-0.1915,18.5721,5.0,1.0,2.0,4.0,0.0,30.0,0.0,0.0,0.0,0.0,55.12,34.20546307,2.847378923,44.91260938
932,A-1617,"2,3,4,5,6,7-hexahydro-1H-isoindole-1,3-dione","InChI=1S/C8H9NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h1-4H2,(H,9,10,11)",AFJWMGOTLUUGHF-UHFFFAOYSA-N,O=C1NC(=O)C2=C1CCCC2,-1.974517726,0.0,1.0,G1,151.165,0.5134,38.6437,11.0,2.0,1.0,3.0,0.0,58.0,0.0,0.0,2.0,2.0,46.17,64.46548687,2.399261941,239.2656234
4351,B-1041,tetranitromethane,"InChI=1S/CN4O8/c6-2(7)1(3(8)9,4(10)11)5(12)13",NYTOUQBROMCLBJ-UHFFFAOYSA-N,[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,-2.3381,0.0,1.0,G1,196.031,-1.2955,30.7086,13.0,8.0,0.0,12.0,4.0,72.0,0.0,0.0,0.0,0.0,172.56,67.35115392,5.601028024,231.0093771
134,A-225,"2-(2,6-dimethylphenoxy)acetic acid","InChI=1S/C10H12O3/c1-7-4-3-5-8(2)10(7)13-6-9(11)12/h3-5H,6H2,1-2H3,(H,11,12)",MLBCURLNKYKBEQ-UHFFFAOYSA-N,Cc1cccc(C)c1OCC(O)=O,-2.256644531,0.4791308,3.0,G5,180.203,1.76684,49.0468,13.0,2.0,1.0,3.0,3.0,70.0,1.0,0.0,0.0,1.0,46.53,76.96047266,2.806920562,297.6959388
8586,D-1445,piperine,"InChI=1S/C17H19NO3/c19-17(18-10-4-1-5-11-18)7-3-2-6-14-8-9-15-16(12-14)21-13-20-15/h2-3,6-9,12H,1,4-5,10-11,13H2/b6-2+,7-3+",MXXWOMGUGJBKIW-YPCIICBESA-N,O=C(/C=C/C=C/c1ccc2OCOc2c1)N3CCCCC3,-3.853,0.0,1.0,G1,285.343,2.9972,81.17,21.0,3.0,0.0,4.0,3.0,110.0,1.0,1.0,2.0,3.0,38.77,124.2033442,1.559654715,571.3979945
7318,C-401,"propazine;  2-chloro-4,6-bis(isopropylamino)-1,3,5-triazine","InChI=1S/C9H16ClN5/c1-5(2)11-8-13-7(10)14-9(15-8)12-6(3)4/h5-6H,1-4H3,(H2,11,12,13,14,15)",WJNRPILHGGKWCK-UHFFFAOYSA-N,CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C,-4.46,0.208200817,3.0,G5,229.715,2.1656,62.3544,15.0,5.0,2.0,6.0,4.0,84.0,1.0,0.0,0.0,1.0,62.73,94.68299034,2.843636436,298.0287844
7007,B-4341,tetraethylsilane,"InChI=1S/C8H20Si/c1-5-9(6-2,7-3)8-4/h5-8H2,1-4H3",VCZQFJFZMMALHB-UHFFFAOYSA-N,CC[Si](CC)(CC)CC,-5.6475,0.0,1.0,G1,144.334,3.5148,47.678,9.0,0.0,0.0,1.0,4.0,56.0,0.0,0.0,0.0,0.0,0.0,60.67483307,3.824684203,47.45811191
4136,B-772,"2-cyclohexyl-4,6-dinitrophenol","InChI=1S/C12H14N2O5/c15-12-10(8-4-2-1-3-5-8)6-9(13(16)17)7-11(12)14(18)19/h6-8,15H,1-5H2",QJYHUJAGJUHXJN-UHFFFAOYSA-N,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C2CCCCC2,-4.2492,0.0,1.0,G1,266.253,3.2563,67.2416,19.0,5.0,1.0,7.0,3.0,102.0,1.0,1.0,1.0,2.0,106.51,108.7154098,2.507758804,523.0961822
2491,A-4167,2-chlorobenzenethiol,"InChI=1S/C6H5ClS/c7-5-3-1-2-4-6(5)8/h1-4,8H",PWOBDMNCYMQTCE-UHFFFAOYSA-N,Sc1ccccc1Cl,-1.780035133,0.439450989,3.0,G5,144.626,2.6287,38.704,8.0,1.0,1.0,2.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0,58.88973601,3.134861511,164.6383389
5912,B-2840,minoxidil,"InChI=1S/C9H15N5O/c10-7-6-8(12-9(11)14(7)15)13-4-2-1-3-5-13/h6,11,15H,1-5,10H2",ZIMGGGWCDYVHOY-UHFFFAOYSA-N,NC1=CC(=NC(=N)N1O)N2CCCCC2,-1.9782,0.0,1.0,G1,209.253,0.17237,55.7426,15.0,6.0,3.0,6.0,1.0,82.0,1.0,1.0,1.0,2.0,91.16,87.4328976,2.316398284,407.4539977
1713,A-2831,2-(chloromethyl)oxirane,"InChI=1S/C3H5ClO/c4-1-3-2-5-3/h3H,1-2H2",BRLQWZUYTZBJKN-UHFFFAOYSA-N,ClCC1CO1,-0.147373679,0.0,1.0,G1,92.525,0.624,20.46,5.0,1.0,0.0,2.0,1.0,30.0,0.0,1.0,1.0,1.0,12.53,35.88011556,1.998939485,33.87430298
2577,A-4318,"4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol hydrochloride","InChI=1S/C8H11NO3.ClH/c1-5-8(12)7(4-11)6(3-10)2-9-5;/h2,10-12H,3-4H2,1H3;1H",ZUFQODAHGAHPFQ-UHFFFAOYSA-N,[H+].[Cl-].Cc1ncc(CO)c(CO)c1O,-0.111712583,0.070506291,2.0,G3,205.641,-2.80328,43.5964,13.0,4.0,3.0,5.0,2.0,74.0,1.0,0.0,0.0,1.0,73.58,83.76647032,0.0,296.1600352
2967,A-4971,tin(4+) ion disulfanediide,InChI=1S/2S.Sn/q2*-2;+4,TUTLDIXHQPSHHQ-UHFFFAOYSA-N,[S--].[S--].[Sn+4],-3.580841851,0.0,1.0,G1,182.845,-0.3856,20.484,3.0,0.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,50.83266952,0.0,2.754887502
3535,A-5922,N-(5-chloro-2-methylphenyl)-3-hydroxy-4-[(E)-2-[2-methoxy-5-(phenylcarbamoyl)phenyl]diazen-1-yl]naphthalene-2-carboxamide,"InChI=1S/C32H25ClN4O4/c1-19-12-14-22(33)18-26(19)35-32(40)25-16-20-8-6-7-11-24(20)29(30(25)38)37-36-27-17-21(13-15-28(27)41-2)31(39)34-23-9-4-3-5-10-23/h3-18,36H,1-2H3,(H,34,39)(H,35,40)/b37-29-",XBIDLTIKWLPFIC-GPFIVKHLSA-N,COc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(Cl)ccc4C)C(=O)Nc5ccccc5,-7.752070739,0.0,1.0,G1,565.029,6.33032,161.7936,41.0,6.0,3.0,9.0,7.0,204.0,4.0,0.0,1.0,5.0,108.89,241.2432113,1.44531449,1731.175032
8875,E-999,Permethrin,"InChI=1S/C21H20Cl2O3/c1-21(2)17(12-18(22)23)19(21)20(24)25-13-14-7-6-10-16(11-14)26-15-8-4-3-5-9-15/h3-12,17,19H,13H2,1-2H3",RLLPVAHGXHCWKJ-UHFFFAOYSA-N,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc3cccc(Oc2ccccc2)c3,-6.29,0.76,2.0,G2,391.294,6.1133,103.304,26.0,3.0,0.0,5.0,6.0,136.0,2.0,1.0,1.0,3.0,35.53,163.0726872,1.592183546,811.0157196
4664,B-1416,n-amyl acetate,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",PGMYKACGEOXYJE-UHFFFAOYSA-N,CCCCCOC(C)=O,-1.8841,0.0,1.0,G1,130.187,1.7397,36.158,9.0,2.0,0.0,2.0,4.0,54.0,0.0,0.0,0.0,0.0,26.3,56.20397104,2.828868135,78.98533617
1016,A-1759,"ethyl 5-oxo-1-phenyl-4,5-dihydro-1H-pyrazole-3-carboxylate","InChI=1S/C12H12N2O3/c1-2-17-12(16)10-8-11(15)14(13-10)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",WBFXQKNQVZMOSQ-UHFFFAOYSA-N,CCOC(=O)C1=NN(C(=O)C1)c2ccccc2,-3.255345443,0.0,1.0,G1,232.239,1.3424,62.613,17.0,4.0,0.0,5.0,3.0,88.0,1.0,0.0,1.0,2.0,58.97,98.67710626,2.203521435,467.8989022
5967,B-2901,triadimefon,"InChI=1S/C14H16ClN3O2/c1-14(2,3)12(19)13(18-9-16-8-17-18)20-11-6-4-10(15)5-7-11/h4-9,13H,1-3H3",WURBVZBTWMNKQT-UHFFFAOYSA-N,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.6137,0.0,1.0,G1,293.754,3.1243,75.601,20.0,5.0,0.0,6.0,4.0,106.0,2.0,0.0,0.0,2.0,57.01,122.083365,2.28122355,573.4665262
1443,A-2485,"3,3'-[[4-[(2-chloro-4-nitrophenyl)azo]phenyl]imino]bis[propiononitrile]","InChI=1S/C18H15ClN6O2/c19-17-13-16(25(26)27)7-8-18(17)23-22-14-3-5-15(6-4-14)24(11-1-9-20)12-2-10-21/h3-8,13H,1-2,11-12H2",ZXXVVTBKBDDTSE-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(N=Nc2ccc(cc2)N(CCC#N)CCC#N)c(Cl)c1,-4.281954413,0.0,1.0,G1,382.811,5.29736,101.3974,27.0,7.0,0.0,9.0,8.0,136.0,2.0,0.0,0.0,2.0,118.68,160.6261628,2.121308221,896.9295836
9112,F-333,"5,5-dipropyl-1,3-diazinane-2,4,6-trione","InChI=1S/C10H16N2O3/c1-3-5-10(6-4-2)7(13)11-9(15)12-8(10)14/h3-6H2,1-2H3,(H2,11,12,13,14,15)",RCOUWKSZRXJXLA-UHFFFAOYSA-N,CCCC1(CCC)C(=O)NC(=O)NC1=O,-2.53,0.00935,2.0,G3,212.249,0.939,53.9304,15.0,3.0,2.0,5.0,4.0,84.0,0.0,1.0,1.0,1.0,75.27,88.60218957,2.970442649,271.0426262
9012,F-152,"2,8-Dihydroxyadenine","InChI=1S/C5H5N5O2/c6-2-1-3(9-4(11)7-1)10-5(12)8-2/h(H5,6,7,8,9,10,11,12)",XFBOJHLYDJZYSP-UHFFFAOYSA-N,NC1=C2NC(=O)N=C2NC(=O)N1,-3.46,0.0,1.0,G1,167.128,-1.5267,40.8635,12.0,4.0,4.0,7.0,0.0,62.0,0.0,0.0,2.0,2.0,120.42,64.99856147,2.969548295,491.4885441
7731,C-1379,dicapthon;  dicaptan,"InChI=1S/C8H9ClNO5PS/c1-13-16(17,14-2)15-8-4-3-6(10(11)12)5-7(8)9/h3-5H,1-2H3",OTKXWJHPGBRXCR-UHFFFAOYSA-N,CO[P](=S)(OC)OC1=C(Cl)C=C(C=C1)[N+]([O-])=O,-4.68,0.1868,2.0,G3,297.656,3.1443,67.0374,17.0,6.0,0.0,9.0,5.0,94.0,1.0,0.0,0.0,1.0,70.83,107.8380931,3.012177304,474.9833845
9017,F-162,2-(carbamoylamino)hexanoic acid,"InChI=1S/C7H14N2O3/c1-2-3-4-5(6(10)11)9-7(8)12/h5H,2-4H2,1H3,(H,10,11)(H3,8,9,12)",CRTBNFJSWPZSQM-UHFFFAOYSA-N,CCCCC(NC(N)=O)C(=O)O,-2.16,0.0,1.0,G1,174.2,0.2981,43.6679,12.0,2.0,3.0,5.0,5.0,70.0,0.0,0.0,0.0,0.0,92.42,70.93593455,3.865424553,170.0344236
4734,B-1508,"9,10-dihydrophenanthrene","InChI=1S/C14H12/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-8H,9-10H2",XXPBFNVKTVJZKF-UHFFFAOYSA-N,C1Cc2ccccc2c3ccccc13,-4.6347,0.0,1.0,G1,180.25,3.4522,59.286,14.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,1.0,3.0,0.0,84.2125504,2.287583078,423.469456
7039,B-4383,sulfotepp,"InChI=1S/C8H20O5P2S2/c1-5-9-14(16,10-6-2)13-15(17,11-7-3)12-8-4/h5-8H2,1-4H3",XIUROWKZWPIAIB-UHFFFAOYSA-N,CCO[P](=S)(OCC)O[P](=S)(OCC)OCC,-4.0312,0.0,1.0,G1,322.325,3.598,76.159,17.0,7.0,0.0,9.0,10.0,104.0,0.0,0.0,0.0,0.0,46.15,113.6214282,4.786871873,251.6401255
9885,H-238,"2,2',3,4,4',5'-Hexachlorobiphenyl  ",InChI=1S/C12H4Cl6/c13-5-1-2-6(8(14)3-5)7-4-9(15)11(17)12(18)10(7)16/h1-4H,CKLLRBPBZLTGDJ-UHFFFAOYSA-N,ClC1=CC=C(C2=CC(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1,-8.32,0.4923339,3.0,G5,360.882,7.274,81.938,18.0,0.0,0.0,6.0,1.0,94.0,2.0,0.0,0.0,2.0,0.0,134.3080947,2.716545973,620.4500799
5163,B-1994,"tyrosine, 3,5-dichloro-","InChI=1S/C9H9Cl2NO3/c10-5-1-4(2-6(11)8(5)13)3-7(12)9(14)15/h1-2,7,13H,3,12H2,(H,14,15)/t7-/m0/s1",MPHURJQUHZHALJ-ZETCQYMHSA-N,N[C@@H](Cc1cc(Cl)c(O)c(Cl)c1)C(O)=O,-0.796,0.0,1.0,G1,250.081,1.6534,57.442,15.0,3.0,3.0,6.0,3.0,82.0,1.0,0.0,0.0,1.0,83.55,96.22264222,2.923727031,371.9390011
3251,A-5356,ethyl(propyl)amine,"InChI=1S/C5H13N/c1-3-5-6-4-2/h6H,3-5H2,1-2H3/p+1",XCVNDBIXFPGMIW-UHFFFAOYSA-O,CCC[NH2+]CC,1.054659457,0.0,1.0,G1,88.174,-0.0203,27.6244,6.0,0.0,1.0,1.0,3.0,38.0,0.0,0.0,0.0,0.0,16.61,39.74888167,2.339092315,15.90013453
5179,B-2011,"2-cf3-4,5-dichlorobenzimidazole","InChI=1S/C8H3Cl2F3N2/c9-3-1-2-4-6(5(3)10)15-7(14-4)8(11,12)13/h1-2H,(H,14,15)",KSROTSBULDYPKA-UHFFFAOYSA-N,FC(F)(F)c1[nH]c2ccc(Cl)c(Cl)c2n1,-3.5677,0.0,1.0,G1,255.026,3.8885,51.1157,15.0,1.0,1.0,7.0,0.0,80.0,2.0,0.0,0.0,2.0,28.68,92.00995683,2.716164445,518.3165183
4121,B-753,demeton-s,"InChI=1S/C8H19O3PS2/c1-4-10-12(9,11-5-2)14-8-7-13-6-3/h4-8H2,1-3H3",GRPRVIYRYGLIJU-UHFFFAOYSA-N,CCO[P](=O)(OCC)SCCSCC,-2.1112,0.0,1.0,G1,258.345,3.6538,66.3155,14.0,5.0,0.0,6.0,9.0,86.0,0.0,0.0,0.0,0.0,35.53,94.97868138,3.776797253,167.9693269
8282,C-2287,1-methyl-4-sulfapyrimidin-2-one,"InChI=1S/C11H12N4O3S/c1-15-7-6-10(13-11(15)16)14-19(17,18)9-4-2-8(12)3-5-9/h2-7H,12H2,1H3,(H,13,14,16)",QOPHKHWJLOYIDO-UHFFFAOYSA-N,CN1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,-2.36,0.0,1.0,G1,280.309,0.1633,71.1409,19.0,6.0,2.0,8.0,3.0,100.0,2.0,0.0,0.0,2.0,107.08,109.3147578,2.330884427,750.2549201
7611,C-1134,4-ethylbenzoic  acid,"InChI=1S/C9H10O2/c1-2-7-3-5-8(6-4-7)9(10)11/h3-6H,2H2,1H3,(H,10,11)",ZQVKTHRQIXSMGY-UHFFFAOYSA-N,CCC1=CC=C(C=C1)C(O)=O,-2.52,0.0,1.0,G1,150.177,1.9472,42.7793,11.0,1.0,1.0,2.0,2.0,58.0,1.0,0.0,0.0,1.0,37.3,65.48198531,2.913801563,248.7701726
